25-02-22.15:57:28.625 [main            ] ERROR ActivityRepository     - 写入订单记录，唯一索引冲突 userId: xxx activityId: 100301 sku: 9011
25-02-22.22:37:09.514 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-02-22.22:37:09.517 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-02-22.22:37:09.519 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-02-22.22:37:09.522 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-02-22.22:37:09.525 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-02-22.22:37:09.528 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-02-22.22:37:09.530 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-02-22.22:37:09.533 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-02-22.22:37:09.536 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-02-22.22:37:09.542 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-02-22.22:37:09.545 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-02-22.22:37:09.549 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-02-22.22:37:09.553 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-02-22.22:37:09.556 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-02-22.22:37:09.559 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-02-22.22:38:11.650 [Retail_HikariCP housekeeper] WARN  HikariPool             - Retail_HikariCP - Thread starvation or clock leap detected (housekeeper delta=52s780ms674µs600ns).
25-02-22.22:40:16.471 [Retail_HikariCP housekeeper] WARN  HikariPool             - Retail_HikariCP - Thread starvation or clock leap detected (housekeeper delta=56s47ms998µs800ns).
25-02-22.22:40:16.471 [Retail_HikariCP housekeeper] WARN  HikariPool             - Retail_HikariCP - Thread starvation or clock leap detected (housekeeper delta=53s986ms522µs500ns).
25-02-22.22:40:16.847 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-02-22.22:40:25.495 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-02-22.22:40:25.497 [main            ] WARN  RaffleOrderTest        - 活动库存不足
